caseid,weight,F1,F2,F3,F4,F5,F6,Economic Mobility 1,Economic Mobility 2,Economic Mobility 3,Economic Mobility 4,Economic Mobility 5,Economic Mobility 6,Economic Mobility 7,Education 1,Education 2,Education 3,Education 4,Education 5,Education 6,Education 7,Education 8,Education 9,Healthcare 1,Healthcare 2,Healthcare 3,Healthcare 4,Healthcare 5,Healthcare 6,Healthcare 7,,Energy 1,Energy 2,Energy 3,Energy 4,Energy 5,Fed Spending & Debt,Taxes 1,Taxes 2,Taxes 3,Taxes 4,Taxes 5,Taxes 6,Taxes 7,Grand Bargain or Current Direction?,pid3,What would you change to make you reconsider,birthyr,gender,race,hispanic,educ,marstat,employ,faminc_new,child18,inputzip,inputstate,ownhome,pid7,presvote20post,presvote24post,votereg,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime,
2419679076,0.5222872171,No,I don't share apps with anyone.,No,Probably yes,Yes,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Grand Bargain,Not sure,,1954,Female,White,No,Post-grad,Divorced,Retired,"$40,000 - $49,999",No,93420,California,Own,Lean Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Most of the time,Something else,Seldom,No,Not at all important,Seldom,2025-08-26 15:53:10,2025-08-26 16:12:16,Third generation
2421160108,0.5400829264,No,Invasion of their privacy,No,Probably yes,Not sure,No,Good Idea,Not Sure,Good Idea,Not Sure,Not Sure,Good Idea,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Good Idea,Not Sure,Good Idea,Good Idea,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,,Not Sure,Not Sure,Good Idea,Not Sure,Good Idea,Good Idea,Not Sure,Dislike It,Good Idea,Good Idea,Not Sure,Not Sure,Good Idea,Grand Bargain,Democrat,,1949,Female,White,No,Some college,Married,Retired,Prefer not to say,No,97530,Oregon,Own,Not very strong Democrat,Joe Biden,Kamala Harris,Yes,Moderate,Some of the time,Nothing in particular,Never,No,Not at all important,Never,2025-08-26 15:59:41,2025-08-26 16:12:43,Second generation
2420926548,0.5972179352,Yes,none,Yes,Probably yes,Yes,No,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Not Sure,Good Idea,Good Idea,Not Sure,Good Idea,Good Idea,Dislike It,Dislike It,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Hate It,,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Not Sure,Current Direction,Republican,,1949,Male,White,No,4-year,Married,Retired,"$100,000 - $119,999",No,95355,California,Own,Strong Republican,Donald Trump,Donald Trump,Yes,Very conservative,Most of the time,Protestant,More than once a week,Yes,Very important,Several times a day,2025-08-26 15:59:45,2025-08-26 16:12:55,Second generation
2421183418,0.7967604805,Not sure,To not want to offend that person,Not sure,Probably yes,Not sure,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Grand Bargain,Independent,We need to move away from the 2 party system,1949,Male,White,No,Post-grad,Married,Retired,"$250,000 - $349,999",No,48108,Michigan,Own,Independent,Joe Biden,Kamala Harris,Yes,Moderate,Some of the time,Jewish,Never,No,Not too important,Seldom,2025-08-26 16:00:29,2025-08-26 16:14:07,Second generation
2420841328,1.73787389,Yes,I'm not sure everyone would understand it or be on board.,Yes,Definitely yes,Yes,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Grand Bargain,Republican,"We need to vote out the congressmen and Senators who support the frivolous spending and vote in new people who will fix what the old ones messed up.  We need new faces, term limits, and politicians should have the same heathcare that the average person has now.",1958,Female,White,No,Post-grad,Divorced,Full-time,"$70,000 - $79,999",No,47130,Indiana,Own,Strong Republican,Donald Trump,Donald Trump,Yes,Conservative,Most of the time,Protestant,Seldom,Yes,Very important,Once a day,2025-08-26 16:02:34,2025-08-26 16:17:02,Third generation
2421183370,1.212846509,Not sure,Tracking and being monitored,Not sure,Definitely yes,Yes,Not sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Independent,Force all in Congress and Senate to answer why!!,1956,Male,White,No,Post-grad,Married,Retired,"$350,000 - $499,999",No,43215,Ohio,Own,Independent,Joe Biden,Kamala Harris,Yes,Moderate,Most of the time,Roman Catholic,A few times a year,No,Somewhat important,Once a day,2025-08-26 16:00:08,2025-08-26 16:16:59,First generation
2421042416,0.9894129928,Not sure,None,Yes,Probably yes,Not sure,Not sure,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Dislike It,,Dislike It,Dislike It,Dislike It,Dislike It,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Grand Bargain,Democrat,,1955,Male,White,No,4-year,Married,Retired,"$80,000 - $99,999",No,54773,Wisconsin,Own,Not very strong Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Most of the time,Roman Catholic,Once a week,No,Somewhat important,Seldom,2025-08-26 16:02:51,2025-08-26 16:17:06,Third generation
2420544666,0.7021541253,No,Incursion into their lives!,No,Probably yes,Yes,No,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Independent,Get rid of republicans.,1959,Male,White,No,Post-grad,Married,Part-time,"$100,000 - $119,999",No,59602,Montana,Own,Lean Democrat,Joe Biden,Kamala Harris,Yes,Moderate,Most of the time,Eastern or Greek Orthodox,Once a week,No,Very important,Several times a day,2025-08-26 16:04:34,2025-08-26 16:18:56,Third generation
2421160492,1.932495204,Not sure,I tend to mind my own business.,No,Not sure,No,Yes,Dislike It,Critical to Me & Others,Not Sure,Hate It,Good Idea,Hate It,Hate It,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,,Hate It,Dislike It,Hate It,Good Idea,Hate It,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Current Direction,Republican,"Term limits seem popular, though the specifics aren't universally agreed upon. 
Eliminating the IRS would eliminate everybody's loopholes. A straight consumption tax would be easy and fair, and would promote saving rather than debt. Tax accountants would find productive work, and citizens would save hundreds of hours in record-keeping and stop living in terror.
The census is expensive, intrusive, and divisive. A straight enumeration is all we need; let marketers and pollsters pay for their own work.",1951,Male,White,No,Post-grad,Divorced,Retired,"$20,000 - $29,999",No,46016,Indiana,Own,Not very strong Republican,Donald Trump,Donald Trump,Yes,Very conservative,Most of the time,Nothing in particular,Never,No,Not at all important,A few times a week,2025-08-26 15:58:38,2025-08-26 16:20:25,Second generation
2420752404,0.1163554258,No,"It is rhetorical nonsense, “worries” about the so-called “debt” are nothing but an excuse for austerity, and are a racist dog whistle to eliminate social services. If you’re worried about spending, there is a one trillion dollar war machine you should be worried about.",No,Definitely no,No,No,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,,Dislike It,Dislike It,Dislike It,Dislike It,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Other,Most of what was suggested is rhetorical nonsense. It’s rearranging deck chairs on the Titanic. And the “debt” is meaningless. Calls to lower the “debt” are just calls for austerity and a racist dog whistle.,1968,Male,White,No,4-year,Married,Other,"$100,000 - $119,999",No,86716,Arizona,Own,Independent,Joe Biden,Jill Stein,Yes,Very liberal,Most of the time,Buddhist,Never,No,Not at all important,Never,2025-08-26 16:00:08,2025-08-26 16:21:08,Third generation
2420841592,0.4344005493,Not sure,It is not clear to me if you are talking about the app I just finished answering.,Not sure,Definitely yes,Yes,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Critical to Me & Others,Good Idea,Critical to Me & Others,Critical to Me & Others,Good Idea,,Good Idea,Not Sure,Critical to Me & Others,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Independent,"A serious look at profits behind the ""military industrial complex.""",1941,Male,White,No,Post-grad,Divorced,Retired,"$50,000 - $59,999",No,88061,New Mexico,Own,Lean Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Most of the time,Something else,Seldom,No,Not at all important,Seldom,2025-08-26 15:55:51,2025-08-26 16:21:12,Third generation
2420905938,0.3701098628,Yes,Privacy,Yes,Probably yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Democrat,Corporations and top 1% pay to maintain present situation?  Common citizens short riot in street to make change?,1944,Male,White,No,4-year,Married,Part-time,"$80,000 - $99,999",No,95776,California,Own,Not very strong Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Most of the time,Buddhist,Seldom,No,Not at all important,Seldom,2025-08-26 16:03:37,2025-08-26 16:21:58,Second generation
2420926648,1.032249768,Not sure,Many of my family and friends aren't interested or involved in the daily politics.,Yes,Definitely yes,Yes,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Dislike It,Critical to Me & Others,Good Idea,Hate It,Critical to Me & Others,Critical to Me & Others,Not Sure,Good Idea,Not Sure,Not Sure,Critical to Me & Others,Good Idea,Good Idea,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Grand Bargain,Democrat,,1951,Male,White,No,Post-grad,Married,Retired,"$120,000 - $149,999",No,54913,Wisconsin,Own,Strong Democrat,Joe Biden,Kamala Harris,Yes,Moderate,Most of the time,Protestant,Once a week,No,Very important,Several times a day,2025-08-26 16:00:33,2025-08-26 16:22:47,Third generation
2421135314,0.8649793905,Yes,I don't want to intrude on my friends' time,Yes,Probably yes,Yes,Yes,Dislike It,Dislike It,Dislike It,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,,Good Idea,Dislike It,Good Idea,Not Sure,Good Idea,Good Idea,Not Sure,Dislike It,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Democrat,,1946,Female,White,No,Post-grad,Married,Retired,Prefer not to say,No,47401,Indiana,Own,Strong Democrat,Joe Biden,Kamala Harris,Yes,Very liberal,Most of the time,Something else,Once a week,No,Not too important,Never,2025-08-26 16:03:18,2025-08-26 16:24:53,Third generation
2421173378,0.6035303178,Yes,"None, it’s presented as a very common sense and practical method that would appeal to everyone I know. It would promote dialogue and understanding between me and my family and friends.",Yes,Definitely yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Grand Bargain,Democrat,Incentivize young people to participate in a college accredited course that will explain the above initiatives to gain the support of voters required to elect the candidates most likely to work as a team in the congress to enact policies that will set America on the right trajectory.,1956,Female,White,No,4-year,Married,Retired,"$50,000 - $59,999",No,93309,California,Own,Strong Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Most of the time,Roman Catholic,Seldom,Yes,Very important,Once a day,2025-08-26 15:56:47,2025-08-26 16:26:51,Second generation
2420817534,0.5084791045,No,My friends are tired of politics and most don't think these surveys mean anything,Yes,Probably yes,No,No,Good Idea,Not Sure,Good Idea,Good Idea,Good Idea,Dislike It,Dislike It,Dislike It,Hate It,Dislike It,Good Idea,Good Idea,Hate It,Good Idea,Good Idea,Not Sure,Not Sure,Hate It,Hate It,Good Idea,Good Idea,Critical to Me & Others,Not Sure,,Good Idea,Not Sure,Good Idea,Not Sure,Not Sure,Critical to Me & Others,Not Sure,Dislike It,Not Sure,Good Idea,Good Idea,Dislike It,Good Idea,Current Direction,Democrat,"Until the public is more informed about things like charter school scams you're not going to get anywhere. Your basing policy on popularity, not reality. "" costs"" seem to only refer to money, not costs to the environment.  Trying to rate teachers or doctors on metrics usually has unintended consequences, like delayed medical care or teachers teaching to a test.",1965,Female,White,No,Post-grad,Married,Permanently disabled,"$50,000 - $59,999",No,48076,Michigan,Own,Strong Democrat,Joe Biden,Kamala Harris,Yes,Very liberal,Most of the time,Agnostic,Never,No,Not too important,Seldom,2025-08-26 16:01:35,2025-08-26 16:27:59,Second generation
2421210850,0.6646192838,Yes,None,Not sure,Probably yes,No,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Democrat,Racial Equality and Gender Equality,1999,Female,Black,No,Some college,Never married,Full-time,"$20,000 - $29,999",No,31553,Georgia,Rent,Not very strong Democrat,Joe Biden,Kamala Harris,Yes,Moderate,Some of the time,Nothing in particular,Never,No,Not at all important,Never,2025-08-26 16:31:21,2025-08-26 16:37:04,Third generation
